Year,Month,Country,Institute,Longitude,Latitude,Journal,Title,Species,Functional group,Category
2019,April,China,Beibu Gulf University ,108.5921,21.966,Science of the Total Environment,"Cetaceans and microplastics: First report of microplastic ingestion by a coastal delphinid, Sousa chinensis",Sousa chinensis,Large vert,Organism
2019,April,Portugal,Universidade do Porto,-8.615599,41.146605,Science of the Total Environment,Microplastic contamination in an urban estuary: Abundance and distribution of microplastics and fish larvae in the Douro estuary,Multiple,Multiple Animals,Organism
2019,March,China,Beibu Gulf University ,108.5921,21.966,Science of the Total Environment,"Microplastic pollution in the Maowei Sea, a typical mariculture bay of China",Multiple,Multiple Animals,Organism
2019,March,France,University of Catholique Ouest,-0.546588,47.462226,Frontiers in Environmental Science,Tissue-Specific Biomarker Responses in the Blue Mussel Mytilus spp. Exposed to a Mixture of Microplastics at Environmentally Relevant Concentrations,Mytilus spp.,Invert,Organism
2019,March,Germany,Leibniz-Institute of Freshwater Ecology and Inland Fisheries,13.648792,52.448567,Frontiers in Microbiology ,The Eukaryotic Life on Microplastics in Brackish Ecosystems,microbes ,Bacteria,Organism
2019,March,Germany,Hamburg University of Applied Sciences,10.021915,53.556453,Journal of Cleaner Production ,An overview of the problems posed by plastic products and the role of extended producer responsibility in Europe,none,Policy,Policy
2019,March,Brazil,Universidade do Estado do Rio de Janeiro,-43.2361,-22.911189,Journal of Hazardous Materials ,Commercial plastics claiming biodegradable status: Is this also accurate for marine environments?,none,Chemical,Chemical
2019,March,China,Chinese Academy of Sciences,116.3833,39.916666,Water Research ,Releases of brominated flame retardants (BFRs) from microplastics in aqueous medium: Kinetics and molecular-size dependence of diffusion,none,Chemical,Chemical
2019,March,Brazil,Federal University of Pernambuco,-34.950817,-8.051778,Science of the Total Environment,Use of estuarine resources by top predator fishes. How do ecological patterns affect rates of contamination by microplastics?,Multiple,Multiple Animals,Organism
2019,March,Singapore,National University of Singapore,103.77641,1.296378,Science of the Total Environment,Profiles of bacterial assemblages from microplastics of tropical coastal environments,microbes ,Bacteria,Organism
2019,March,South Africa,Rhodes University,26.5163,-33.3136,Science of the Total Environment,"Colour and size influences plastic microbead underestimation, regardless of sediment grain size",none,Sediment,Environment
2019,March,China,Nanjing University,118.779,32.0568,Science of the Total Environment,Quantifying the bioaccumulation of nanoplastics and PAHs in the clamworm Perinereis aibuhitensis,Perinereis aibuhitensis,Invert,Organism
2019,March,Brazil,University Federal Rio Grande do Sul,-51.220679,-30.033268,Scientific Reports ,Plastics in sea surface waters around the Antarctic Peninsula,none,Water,Environment
2019,March,China,Dalian University of Technology,121.52898,38.880363,Analytica Chimica ACTA,Simple and rapid detection of microplastics in seawater using hyperspectral imaging technology,none,Water,Environment
2019,March,United States of America,Loyola University ,-87.658175,41.998561,Scientific Reports ,Microplastic deposition velocity in streams follows patterns for naturally occurring allochthonous particles,,Water,Environment
2019,March,United Kingdom,University of Edinburgh,-3.189329,55.944454,Frontiers in Marine Science ,"Baseline Assessment of Marine Litter and Microplastic Ingestion by Cold-Water Coral Reef Benthos at the East Mingulay Marine Protected Area (Sea of the Hebrides, Western Scotland)",Multiple,Multiple Animals,Organism
2019,March,China,East China Normal University,121.4068,31.2277,Journal of Hazardous Materials ,The occurrence of microplastic in specific organs in commercially caught fishes from coast and estuary area of east China,Multiple,Multiple Animals,Organism
2019,March,Trinidad and Tobago,University of West Indies,-76.748188,18.012126,Deep-Sea Research Part II:  Tropical Studies in Oceanography,Deep sea sediments of the Arctic Central Basin: A potential sink for microplastics,none,Sediment,Environment
2019,March,Sweden,Orebro University,15.2493,59.2548,Environmental Science and Pollution Research,Aryl hydrocarbon receptor-mediated potencies in field-deployed plastics vary by type of polymer,none,Chemical,Chemical
2019,March,Brazil,University Estado Santa Catarina UDESC,-48.784275,-28.477253,Environmental Science and Pollution Research,"Ingestion of plastic fragments by the Guri sea catfish Genidens genidens (Cuvier, 1829) in a subtropical coastal estuarine system",Genidens genidens ,Small vert,Organism
2019,March,Italy,National Research Council,8.548259,45.923836,Jounral of Fish Biology ,First record of microplastics ingestion by European hake MERLUCCIUS MERLUCCIUS from the Tyrrhenian Sicilian coast (Central Mediterranean Sea),Merluccius merluccius,Small vert,Organism
2019,March,United States of America,Plastic Pick Up,-121.9406,36.5655,Marine Pollution Bulletin ,Quantifying marine debris associated with coastal golf courses,,Sediment,Environment
2019,March,Taiwan,Taipei Medical University,121.561625,25.025277,Marine Pollution Bulletin ,"Two-dimensional distribution and abundance of micro- and mesoplastic pollution in the surface sediment of Xialiao Beach, New Taipei City, Taiwan",none,Sediment,Environment
2019,March,China,Chinese Academy of Sciences,116.3833,39.916666,Marine Pollution Bulletin ,Concentrations and distribution of phthalate esters in the seamount area of the Tropical Western Pacific Ocean,none,Sediment,Environment
2019,March,Italy,University of Siena,11.333,43.3192,Marine Pollution Bulletin ,Microplastics occurrence in edible fish species (Mullus barbatus and Merluccius merluccius) collected in three different geographical sub-areas of the Mediterranean Sea,Multiple,Multiple Animals,Organism
2019,March,Turkey,Cukurova University,35.3554,37.0597,Marine Pollution Bulletin ,Potential interaction between plastic litter and green turtle Chelonia mydas during nesting in an extremely polluted beach,Chelonia mydas,Large vert,Organism
2019,March,France,Université Paris Sciences et Lettres ,2.337818,48.85465,Marine Pollution Bulletin ,"Evaluation of microplastic ingestion by tropical fish from Moorea Island, French Polynesia",Multiple,Multiple Animals,Organism
2019,March,India,Rama Devi Womens University,85.841816,20.291896,Marine Pollution Bulletin ,Marine microfiber pollution: A review on present status and future challenges,none,Review,Review
2019,March,Brazil,Fluminense Federal University,-43.125234,-22.897383,Marine Pollution Bulletin ,Depuration reduces microplastic content in wild and farmed mussels,Perna perna,Invert,Organism
2019,March,India,Bhabha Atomic Research Centre,72.925,19.017,Marine Pollution Bulletin ,Distribution and characterization of microplastics in beach sand from three different Indian coastal environments,none,Sediment,Environment
2019,March,India,Indian Institute of Technology ,72.913204,19.133384,Marine Pollution Bulletin ,Can plastics affect near surface layer ocean processes and climate?,none,Water,Environment
2019,March,Italy,Ist Nazl Geofis & Vulcanol,12.515652,41.828133,Marine Pollution Bulletin ,Assessing the citizen science approach as tool to increase awareness on the marine litter problem,none,Policy,Policy
2019,February,India,National Centre for Coastal Research,80.210988,12.94661,Marine Pollution Bulletin ,"Preliminary study and first evidence of presence of microplastics and colorants in green mussel, Perna viridis (Linnaeus, 1758), from southeast coast of India",Perna viridis ,Invert,Organism
2019,March,Spain,University of Barcelona,2.1641,41.3866,Marine Pollution Bulletin ,Floating microplastics and aggregate formation in the Western Mediterranean Sea,none,Water,Environment
2019,March,United States of America,Miami University ,-84.734372,39.508351,Photochemical and Photobiological Sciences ,"The interactive effects of stratospheric ozone depletion, UV radiation, and climate change on aquatic ecosystems",,Water,Environment
2019,March,United States of America,North Carolina State University,-78.6821,35.7847,Photochemical and Photobiological Sciences ,"Effect of Polystyrene Microplastics on Foraging Activity and Survival in a Post-larvae Coral-Reef Fish, Acanthurus triostegus",Acanthurus triostegus,Zooplank,Organism
2019,March,Spain,University of Vigo,-8.6846,42.1698,Environmental Toxicology and Chemistry,A 2-Tier standard method to test the toxicity of microplastics in marine water using Paracentrotus lividus and Acartia clausi larvae,Multiple,Multiple Animals,Organism
2019,March,Brazil,Fluminense Federal University,-43.125234,-22.897383,Ocean and Coastal Management,Microplastics and attached microorganisms in sediments of the Vitoria bay estuarine system in SE Brazil,none,Sediment,Environment
2019,March,Netherlands,Wageningen University,5.6658,51.9846,Science of the Total Environment,effects of nanoplastics and microplastics on the growth of sediment-rooted macrophytes,none,Sediment,Environment
2019,March,China,Shandong University ,117.029026,36.648922,Environmental Pollution ,Sorption behavior and mechanism of hydrophilic organic chemicals to virgin and aged microplastics in freshwater and seawater,none,Chemical,Chemical
2019,March,China,East China Normal University,121.4068,31.2277,Environmental Pollution ,Comparison of microplastic pollution in different water bodies from urban creeks to coastal waters,none,Water,Environment
2019,March,United Kingdom,Anglia Ruskin University,0.1189,52.205,Environmental Pollution ,Exposure to microplastics reduces attachment strength and alters the haemolymph proteome of blue mussels (Mytilus edulis),Mytilus edulis,Invert,Organism
2019,March,United States of America,University of California Riverside,-117.328032,33.973433,Environmental Pollution ,Simulated digestion of polystyrene foam enhances desorption of diethylhexyl phthalate (DEHP) and In vitro estrogenic activity in a size-dependent manner,none,Chemical,Chemical
2019,March,China,Shandong University ,117.029026,36.648922,Environmental Pollution ,Joint toxicity of microplastics with triclosan to marine microalgae Skeletonema costatum,Skeletonema costatum,Phytoplank,Organism
2019,March,Germany,Helmholtz Centre for Polar and Marine Research,8.580467,53.533184,Environmental Pollution ,Gastropod pedal mucus retains microplastics and promotes the uptake of particles by marine periwinkles,Multiple,Multiple Animals,Organism
2019,February ,China,Chinese Academy of Sciences,116.3833,39.916666,Science of the Total Environment,Occurrence and spatial distribution of phthalate esters in sediments of the Bohai and Yellow seas,none,Sediment,Environment
2019,February ,China,Chinese Academy of Sciences,116.3833,39.916666,Science of the Total Environment,Microplastic in cultured oysters from different coastal areas of China,Multiple,Multiple Animals,Organism
